-1.200000000000000000e+05,8.970839500427246094e+00
-1.180000000000000000e+05,7.557405471801757812e+00
-1.160000000000000000e+05,7.530627727508544922e+00
-1.140000000000000000e+05,6.032439708709716797e+00
-1.120000000000000000e+05,6.298873424530029297e+00
-1.100000000000000000e+05,4.855573654174804688e+00
-1.080000000000000000e+05,5.306066036224365234e+00
-1.060000000000000000e+05,5.146889686584472656e+00
-1.040000000000000000e+05,5.374074459075927734e+00
-1.020000000000000000e+05,6.049281597137451172e+00
-1.000000000000000000e+05,7.011842250823974609e+00
-9.800000000000000000e+04,6.891644954681396484e+00
-9.600000000000000000e+04,6.967711925506591797e+00
-9.400000000000000000e+04,6.130643367767333984e+00
-9.200000000000000000e+04,6.204002380371093750e+00
-9.000000000000000000e+04,4.729477882385253906e+00
-8.800000000000000000e+04,5.016471385955810547e+00
-8.600000000000000000e+04,5.309489727020263672e+00
-8.400000000000000000e+04,5.106791496276855469e+00
-8.200000000000000000e+04,4.438159465789794922e+00
-8.000000000000000000e+04,5.261710643768310547e+00
-7.800000000000000000e+04,5.971180438995361328e+00
-7.600000000000000000e+04,6.290572643280029297e+00
-7.400000000000000000e+04,5.923070430755615234e+00
-7.200000000000000000e+04,5.170917034149169922e+00
-7.000000000000000000e+04,4.492827415466308594e+00
-6.800000000000000000e+04,3.788867950439453125e+00
-6.600000000000000000e+04,3.482112169265747070e+00
-6.400000000000000000e+04,2.977304220199584961e+00
-6.200000000000000000e+04,3.169738769531250000e+00
-6.000000000000000000e+04,2.591574907302856445e+00
-5.800000000000000000e+04,4.412582874298095703e+00
-5.600000000000000000e+04,4.776688098907470703e+00
-5.400000000000000000e+04,5.302232265472412109e+00
-5.200000000000000000e+04,5.096431732177734375e+00
-5.000000000000000000e+04,4.476867675781250000e+00
-4.800000000000000000e+04,4.309497356414794922e+00
-4.600000000000000000e+04,4.640671730041503906e+00
-4.400000000000000000e+04,3.886021852493286133e+00
-4.200000000000000000e+04,3.096357107162475586e+00
-4.000000000000000000e+04,2.486024856567382812e+00
-3.800000000000000000e+04,2.399793863296508789e+00
-3.600000000000000000e+04,2.936552762985229492e+00
-3.400000000000000000e+04,3.178630828857421875e+00
-3.200000000000000000e+04,3.393213510513305664e+00
-3.000000000000000000e+04,4.498876094818115234e+00
-2.800000000000000000e+04,3.665054321289062500e+00
-2.600000000000000000e+04,3.189679861068725586e+00
-2.400000000000000000e+04,3.492190361022949219e+00
-2.200000000000000000e+04,2.637394189834594727e+00
-2.100000000000000000e+04,2.316905975341796875e+00
-2.000000000000000000e+04,2.185121059417724609e+00
-1.900000000000000000e+04,3.264633893966674805e+00
-1.800000000000000000e+04,2.634470462799072266e+00
-1.700000000000000000e+04,3.317602157592773438e+00
-1.600000000000000000e+04,2.843689203262329102e+00
-1.500000000000000000e+04,4.698422431945800781e+00
-1.400000000000000000e+04,5.514488220214843750e+00
-1.300000000000000000e+04,6.366218566894531250e+00
-1.200000000000000000e+04,6.491521358489990234e+00
-1.100000000000000000e+04,7.523878574371337891e+00
-1.000000000000000000e+04,7.901296615600585938e+00
-9.000000000000000000e+03,8.394439697265625000e+00
-8.000000000000000000e+03,8.753548622131347656e+00
-7.000000000000000000e+03,8.852871894836425781e+00
-6.000000000000000000e+03,8.687198638916015625e+00
-5.000000000000000000e+03,8.751456260681152344e+00
-4.000000000000000000e+03,8.747638702392578125e+00
-3.000000000000000000e+03,8.722075462341308594e+00
-2.000000000000000000e+03,8.963249206542968750e+00
-1.000000000000000000e+03,8.967937469482421875e+00
0.000000000000000000e+00,8.784166336059570312e+00
